id,player_statistic_id,type_id,value
44666702,1719288546,1584,"{""total"":86.69}"
44830321,1719288546,9676,"{""average"":""0.25""}"
44666711,1719288546,27255,"{""crosses_blocked"":29}"
44072308,1324089175,41,"{""total"":4}"
44053596,1324089175,42,"{""total"":10}"
46081150,1324089175,52,"{""total"":1,""goals"":1,""penalties"":0}"
38987948,1324089175,56,"{""total"":28}"
43981352,1324089175,58,"{""total"":5}"
38855453,1324089175,59,"{""in"":6,""out"":7}"
38987993,1324089175,78,"{""total"":50}"
38855444,1324089175,80,"{""total"":900}"
39036758,1324089175,84,"{""total"":2,""home"":0,""away"":2}"
44160234,1324089175,86,"{""total"":3}"
38855436,1324089175,88,"{""total"":21}"
43879191,1324089175,94,"{""total"":17}"
38855434,1324089175,96,"{""total"":30}"
43879188,1324089175,97,"{""total"":7}"
44081082,1324089175,98,"{""total"":1}"
38855437,1324089175,100,"{""total"":19}"
39036755,1324089175,101,"{""total"":46}"
38855425,1324089175,105,"{""total"":209}"
38855427,1324089175,106,"{""total"":106}"
39036753,1324089175,107,"{""total"":19}"
43879193,1324089175,108,"{""total"":17}"
43879194,1324089175,109,"{""total"":8}"
39036756,1324089175,110,"{""total"":25}"
38855412,1324089175,116,"{""total"":799}"
43932715,1324089175,117,"{""total"":11}"
38855448,1324089175,118,"{""average"":6.96,""highest"":7.78,""lowest"":6.3}"
38855439,1324089175,119,"{""total"":1644}"
38987968,1324089175,122,"{""total"":48}"
38987970,1324089175,123,"{""total"":24}"
44072309,1324089175,124,"{""total"":3}"
43932705,1324089175,194,"{""total"":8,""home"":3,""away"":5}"
43913001,1324089175,214,"{""total"":13}"
43879192,1324089175,215,"{""total"":5}"
43879211,1324089175,216,"{""total"":7}"
38855414,1324089175,321,"{""total"":25}"
43879207,1324089175,322,"{""total"":19}"
38787619,1324089175,323,"{""total"":7}"
43932703,1324089175,580,"{""total"":2}"
46027360,1324089175,581,"{""total"":1}"
38855410,1324089175,1584,"{""total"":88.78}"
46081151,1324089175,9676,"{""average"":""0.04""}"
44081059,1324089175,27255,"{""crosses_blocked"":1}"
38987961,1324089169,41,"{""total"":3}"
38987959,1324089169,42,"{""total"":4}"
44072297,1324089169,51,"{""total"":1}"
38610227,1324089169,56,"{""total"":11}"
43981347,1324089169,58,"{""total"":3}"
38688976,1324089169,59,"{""in"":2,""out"":0}"
38610281,1324089169,78,"{""total"":8}"
38493443,1324089169,80,"{""total"":595}"
39250555,1324089169,84,"{""total"":1,""home"":1,""away"":0}"
39036749,1324089169,86,"{""total"":1}"
38493422,1324089169,88,"{""total"":15}"
38787620,1324089169,94,"{""total"":2}"
39036745,1324089169,96,"{""total"":1}"
38493399,1324089169,97,"{""total"":7}"
38493424,1324089169,100,"{""total"":5}"
38493405,1324089169,101,"{""total"":35}"
38493411,1324089169,105,"{""total"":47}"
38493414,1324089169,106,"{""total"":22}"
38493394,1324089169,107,"{""total"":11}"
39250401,1324089169,108,"{""total"":2}"
39250403,1324089169,109,"{""total"":2}"
38610222,1324089169,110,"{""total"":2}"
38493392,1324089169,116,"{""total"":530}"
38493456,1324089169,118,"{""average"":6.61,""highest"":7.5,""lowest"":5.9}"
38493439,1324089169,119,"{""total"":828}"
38493434,1324089169,122,"{""total"":71}"
38493435,1324089169,123,"{""total"":35}"
38688930,1324089169,194,"{""total"":2,""home"":2,""away"":0}"
39250534,1324089169,214,"{""total"":3}"
39250398,1324089169,215,"{""total"":4}"
39250441,1324089169,216,"{""total"":3}"
38493395,1324089169,321,"{""total"":10}"
38493431,1324089169,322,"{""total"":8}"
37891355,1324089169,323,"{""total"":9}"
38493416,1324089169,571,"{""total"":2}"
38987919,1324089169,581,"{""total"":2}"
38493391,1324089169,1584,"{""total"":89.08}"
37891976,1324089167,41,"{""total"":11}"
37891970,1324089167,42,"{""total"":31}"
38040915,1324089167,51,"{""total"":5}"
37891770,1324089167,52,"{""total"":7,""goals"":7,""penalties"":0}"
38150049,1324089167,56,"{""total"":14}"
38040945,1324089167,58,"{""total"":5}"
37891985,1324089167,59,"{""in"":15,""out"":3}"
37891989,1324089167,78,"{""total"":8}"
37891868,1324089167,80,"{""total"":159}"
44053592,1324089167,83,"{""total"":1,""home"":0,""away"":1}"
38150166,1324089167,84,"{""total"":3,""home"":1,""away"":2}"
37891982,1324089167,86,"{""total"":15}"
38040890,1324089167,88,"{""total"":12}"
37891558,1324089167,94,"{""total"":15}"
37891680,1324089167,96,"{""total"":15}"
38688981,1324089167,98,"{""total"":3}"
38040798,1324089167,101,"{""total"":12}"
37891612,1324089167,105,"{""total"":106}"
37891623,1324089167,106,"{""total"":45}"
37891333,1324089167,107,"{""total"":19}"
37891574,1324089167,108,"{""total"":13}"
37891584,1324089167,109,"{""total"":3}"
38383750,1324089167,110,"{""total"":3}"
37891319,1324089167,116,"{""total"":115}"
38610255,1324089167,117,"{""total"":4}"
37891938,1324089167,118,"{""average"":6.8,""highest"":7.61,""lowest"":5.99}"
37891849,1324089167,119,"{""total"":626}"
38610260,1324089167,122,"{""total"":9}"
38610263,1324089167,123,"{""total"":4}"
38688925,1324089167,194,"{""total"":2,""home"":2,""away"":0}"
39250483,1324089167,214,"{""total"":8}"
39250377,1324089167,215,"{""total"":6}"
39250416,1324089167,216,"{""total"":6}"
37891383,1324089167,321,"{""total"":20}"
43932704,1324089167,322,"{""total"":4}"
37891406,1324089167,323,"{""total"":17}"
37891434,1324089167,581,"{""total"":7}"
37891304,1324089167,1584,"{""total"":72.33}"
37891917,1324089167,9676,"{""average"":""0.33""}"
38688936,1324089167,27255,"{""crosses_blocked"":3}"
37891918,1416630815,41,"{""total"":6}"
37891898,1416630815,42,"{""total"":7}"
39036754,1416630815,51,"{""total"":1}"
37891629,1416630815,56,"{""total"":12}"
38688978,1416630815,58,"{""total"":1}"
38040941,1416630815,59,"{""in"":11,""out"":1}"
37891948,1416630815,78,"{""total"":11}"
37891801,1416630815,80,"{""total"":80}"
37891979,1416630815,84,"{""total"":3,""home"":0,""away"":3}"
38787663,1416630815,85,"{""total"":1,""home"":0,""away"":1}"
38610298,1416630815,88,"{""total"":5}"
39036752,1416630815,94,"{""total"":4}"
37891647,1416630815,96,"{""total"":8}"
38610242,1416630815,97,"{""total"":1}"
38688984,1416630815,98,"{""total"":4}"
43879198,1416630815,100,"{""total"":3}"
37891494,1416630815,101,"{""total"":1}"
37891556,1416630815,105,"{""total"":51}"
37891572,1416630815,106,"{""total"":23}"
38688947,1416630815,108,"{""total"":12}"
38688949,1416630815,109,"{""total"":5}"
38610250,1416630815,110,"{""total"":2}"
37891376,1416630815,116,"{""total"":61}"
43879200,1416630815,117,"{""total"":1}"
37891861,1416630815,118,"{""average"":6.51,""highest"":7,""lowest"":6.1}"
37891769,1416630815,119,"{""total"":326}"
38688966,1416630815,122,"{""total"":1}"
38688934,1416630815,194,"{""total"":2,""home"":2,""away"":0}"
39250451,1416630815,214,"{""total"":5}"
39250364,1416630815,215,"{""total"":3}"
39250397,1416630815,216,"{""total"":3}"
38040767,1416630815,321,"{""total"":11}"
38688965,1416630815,322,"{""total"":2}"
37891426,1416630815,323,"{""total"":12}"
46100407,1416630815,571,"{""total"":1}"
39036751,1416630815,581,"{""total"":1}"
37891358,1416630815,1584,"{""total"":76.25}"
38688940,1416630815,27255,"{""crosses_blocked"":4}"
44822977,1710669082,41,"{""total"":3}"
44822975,1710669082,42,"{""total"":12}"
45210236,1710669082,51,"{""total"":1}"
44919062,1710669082,52,"{""total"":2,""goals"":2,""penalties"":0}"
44204168,1710669082,56,"{""total"":8}"
44822976,1710669082,58,"{""total"":3}"
44204186,1710669082,59,"{""in"":5,""out"":4}"
44257107,1710669082,78,"{""total"":14}"
44204179,1710669082,80,"{""total"":116}"
45509305,1710669082,84,"{""total"":1,""home"":0,""away"":1}"
44919066,1710669082,86,"{""total"":6}"
44204169,1710669082,88,"{""total"":18}"
44257077,1710669082,94,"{""total"":10}"
44257086,1710669082,96,"{""total"":10}"
45210234,1710669082,97,"{""total"":1}"
44257109,1710669082,98,"{""total"":13}"
44257064,1710669082,99,"{""total"":4}"
44257090,1710669082,100,"{""total"":10}"
44822966,1710669082,101,"{""total"":8}"
44204167,1710669082,105,"{""total"":72}"
44257083,1710669082,106,"{""total"":34}"
44257067,1710669082,107,"{""total"":5}"
44257079,1710669082,108,"{""total"":16}"
44367216,1710669082,109,"{""total"":5}"
44257082,1710669082,110,"{""total"":6}"
44204163,1710669082,116,"{""total"":91}"
44822971,1710669082,117,"{""total"":5}"
44204181,1710669082,118,"{""average"":6.89,""highest"":8.7,""lowest"":6.39}"
44204178,1710669082,119,"{""total"":474}"
44204172,1710669082,122,"{""total"":6}"
44204173,1710669082,123,"{""total"":2}"
45509302,1710669082,214,"{""total"":1}"
45706850,1710669082,215,"{""total"":1}"
44204176,1710669082,216,"{""total"":8}"
44204164,1710669082,321,"{""total"":10}"
44257094,1710669082,322,"{""total"":5}"
44204165,1710669082,323,"{""total"":6}"
44919061,1710669082,581,"{""total"":2}"
44204162,1710669082,1584,"{""total"":78.45}"
44919064,1710669082,9676,"{""average"":""0.18""}"
44257075,1710669082,27255,"{""crosses_blocked"":9}"
38383762,1573926079,323,"{""total"":3}"
37891895,1370995326,59,"{""in"":5,""out"":0}"
37891906,1370995326,78,"{""total"":7}"
37891765,1370995326,80,"{""total"":41}"
38040909,1370995326,88,"{""total"":4}"
38150067,1370995326,96,"{""total"":1}"
38040969,1370995326,98,"{""total"":1}"
38040748,1370995326,99,"{""total"":1}"
37891488,1370995326,101,"{""total"":3}"
37891554,1370995326,105,"{""total"":12}"
37891571,1370995326,106,"{""total"":9}"
38040845,1370995326,108,"{""total"":2}"
38040855,1370995326,109,"{""total"":1}"
38040864,1370995326,110,"{""total"":1}"
37891369,1370995326,116,"{""total"":37}"
37891840,1370995326,118,"{""average"":6.57,""highest"":6.8,""lowest"":6.33}"
37891734,1370995326,119,"{""total"":121}"
38040932,1370995326,122,"{""total"":2}"
44053586,1370995326,123,"{""total"":1}"
39250456,1370995326,214,"{""total"":2}"
39250415,1370995326,216,"{""total"":3}"
37891403,1370995326,321,"{""total"":5}"
37891427,1370995326,323,"{""total"":16}"
37891356,1370995326,1584,"{""total"":90.24}"
37891402,1324089177,323,"{""total"":10}"
38610297,1324089172,41,"{""total"":14}"
37891899,1324089172,42,"{""total"":39}"
39250450,1324089172,47,"{""total"":1,""won"":0,""scored"":0,""committed"":0,""saved"":0,""missed"":1}"
44239898,1324089172,52,"{""total"":3,""goals"":3,""penalties"":0}"
37891653,1324089172,56,"{""total"":41}"
37891914,1324089172,58,"{""total"":15}"
38610305,1324089172,59,"{""in"":0,""out"":7}"
44239899,1324089172,64,"{""total"":1}"
37891946,1324089172,78,"{""total"":83}"
37891409,1324089172,79,"{""total"":7}"
37891836,1324089172,80,"{""total"":1913}"
38150191,1324089172,84,"{""total"":4,""home"":2,""away"":2}"
38688985,1324089172,86,"{""total"":13}"
37891699,1324089172,88,"{""total"":44}"
37891545,1324089172,94,"{""total"":28}"
37891667,1324089172,96,"{""total"":56}"
38084238,1324089172,97,"{""total"":18}"
37891962,1324089172,98,"{""total"":118}"
37891326,1324089172,99,"{""total"":30}"
37891735,1324089172,100,"{""total"":22}"
37891489,1324089172,101,"{""total"":46}"
37891592,1324089172,105,"{""total"":329}"
37891608,1324089172,106,"{""total"":192}"
38610218,1324089172,107,"{""total"":24}"
37891557,1324089172,108,"{""total"":48}"
38040828,1324089172,109,"{""total"":31}"
38610235,1324089172,110,"{""total"":28}"
37891367,1324089172,116,"{""total"":1643}"
37891753,1324089172,117,"{""total"":61}"
37891877,1324089172,118,"{""average"":7.42,""highest"":8.57,""lowest"":6.4}"
37891811,1324089172,119,"{""total"":3010}"
37891791,1324089172,122,"{""total"":129}"
38040911,1324089172,123,"{""total"":81}"
38610317,1324089172,124,"{""total"":9}"
38610320,1324089172,125,"{""total"":5}"
38688929,1324089172,194,"{""total"":7,""home"":3,""away"":4}"
39250490,1324089172,214,"{""total"":17}"
39250375,1324089172,215,"{""total"":9}"
39250431,1324089172,216,"{""total"":9}"
37891397,1324089172,321,"{""total"":35}"
37891776,1324089172,322,"{""total"":35}"
37891431,1324089172,580,"{""total"":17}"
39250348,1324089172,581,"{""total"":3}"
37891350,1324089172,1584,"{""total"":85.89}"
44239900,1324089172,9676,"{""average"":""0.09""}"
37891535,1324089172,27255,"{""crosses_blocked"":88}"
38805231,1324089204,56,"{""total"":6}"
38805257,1324089204,59,"{""in"":2,""out"":1}"
38805259,1324089204,78,"{""total"":9}"
38805241,1324089204,80,"{""total"":304}"
39237180,1324089204,88,"{""total"":5}"
38805232,1324089204,96,"{""total"":2}"
39237106,1324089204,97,"{""total"":2}"
39237305,1324089204,98,"{""total"":1}"
39237080,1324089204,99,"{""total"":1}"
38805234,1324089204,100,"{""total"":6}"
38805226,1324089204,101,"{""total"":12}"
38805227,1324089204,105,"{""total"":29}"
38805229,1324089204,106,"{""total"":19}"
38805221,1324089204,107,"{""total"":8}"
39237128,1324089204,108,"{""total"":1}"
45244417,1324089204,110,"{""total"":1}"
38805219,1324089204,116,"{""total"":274}"
38805252,1324089204,118,"{""average"":6.9,""highest"":7.3,""lowest"":6.2}"
38805239,1324089204,119,"{""total"":333}"
38805235,1324089204,122,"{""total"":22}"
38805237,1324089204,123,"{""total"":13}"
43879187,1324089204,194,"{""total"":1,""home"":1,""away"":0}"
39237310,1324089204,214,"{""total"":3}"
39237215,1324089204,216,"{""total"":2}"
38805222,1324089204,321,"{""total"":5}"
39237202,1324089204,322,"{""total"":3}"
37932447,1324089204,323,"{""total"":18}"
38805216,1324089204,1584,"{""total"":90.13}"
44907542,1739637763,42,"{""total"":1}"
44907543,1739637763,86,"{""total"":1}"
44907538,1739637763,105,"{""total"":1}"
44907539,1739637763,106,"{""total"":1}"
44907535,1739637763,107,"{""total"":1}"
44907541,1739637763,119,"{""total"":1}"
44907537,1739637763,194,"{""total"":1,""home"":1,""away"":0}"
44907545,1739637763,214,"{""total"":1}"
44907536,1739637763,321,"{""total"":1}"
44830328,1739637763,323,"{""total"":2}"
37932839,1324089200,41,"{""total"":35}"
37932834,1324089200,42,"{""total"":125}"
38593027,1324089200,47,"{""total"":5,""won"":1,""scored"":4,""committed"":0,""saved"":0,""missed"":1}"
38389448,1324089200,51,"{""total"":6}"
38062370,1324089200,52,"{""total"":15,""goals"":14,""penalties"":1}"
38062357,1324089200,56,"{""total"":14}"
38062444,1324089200,58,"{""total"":40}"
38062446,1324089200,59,"{""in"":1,""out"":10}"
38062379,1324089200,64,"{""total"":6}"
37932844,1324089200,78,"{""total"":31}"
38062307,1324089200,79,"{""total"":8}"
37932810,1324089200,80,"{""total"":1234}"
38062461,1324089200,84,"{""total"":7,""home"":6,""away"":1}"
37932841,1324089200,86,"{""total"":50}"
37932746,1324089200,88,"{""total"":41}"
37932640,1324089200,94,"{""total"":36}"
37932727,1324089200,96,"{""total"":60}"
38592961,1324089200,97,"{""total"":3}"
37932847,1324089200,98,"{""total"":140}"
37932499,1324089200,99,"{""total"":33}"
38062381,1324089200,100,"{""total"":11}"
38062317,1324089200,101,"{""total"":17}"
37932678,1324089200,105,"{""total"":258}"
37932685,1324089200,106,"{""total"":143}"
44638665,1324089200,107,"{""total"":2}"
37932651,1324089200,108,"{""total"":95}"
37932661,1324089200,109,"{""total"":50}"
38062336,1324089200,110,"{""total"":21}"
37932522,1324089200,116,"{""total"":1031}"
37932767,1324089200,117,"{""total"":88}"
37932826,1324089200,118,"{""average"":7.62,""highest"":10,""lowest"":6.24}"
37932801,1324089200,119,"{""total"":3110}"
37932787,1324089200,122,"{""total"":133}"
37932795,1324089200,123,"{""total"":90}"
38483988,1324089200,124,"{""total"":7}"
43910700,1324089200,125,"{""total"":2}"
38389407,1324089200,194,"{""total"":10,""home"":6,""away"":4}"
39237364,1324089200,214,"{""total"":19}"
39237160,1324089200,215,"{""total"":9}"
39237272,1324089200,216,"{""total"":8}"
37932551,1324089200,321,"{""total"":36}"
37932780,1324089200,322,"{""total"":35}"
45601744,1324089200,323,"{""total"":1}"
44080567,1324089200,571,"{""total"":1}"
38062311,1324089200,580,"{""total"":23}"
38592960,1324089200,581,"{""total"":14}"
37932509,1324089200,1584,"{""total"":83.55}"
38062430,1324089200,9676,"{""average"":""0.39""}"
37932627,1324089200,27255,"{""crosses_blocked"":107}"
38593000,1324089200,27259,"{""total"":1,""average"":36}"
38389327,1324089197,47,"{""total"":0,""won"":0,""scored"":0,""committed"":2,""saved"":1,""missed"":0}"
38389317,1324089197,56,"{""total"":2}"
37932732,1324089197,57,"{""total"":93}"
37932674,1324089197,80,"{""total"":1019}"
38867762,1324089197,84,"{""total"":5,""home"":2,""away"":3}"
37932579,1324089197,88,"{""total"":34}"
37932558,1324089197,96,"{""total"":4}"
44041188,1324089197,100,"{""total"":2}"
38062273,1324089197,101,"{""total"":35}"
37932739,1324089197,104,"{""total"":62}"
37932515,1324089197,105,"{""total"":17}"
37932531,1324089197,106,"{""total"":14}"
38389309,1324089197,107,"{""total"":10}"
38867740,1324089197,110,"{""total"":1}"
37932428,1324089197,116,"{""total"":676}"
45244418,1324089197,117,"{""total"":2}"
37932717,1324089197,118,"{""average"":6.95,""highest"":8.9,""lowest"":5.5}"
37932653,1324089197,119,"{""total"":2790}"
37932628,1324089197,122,"{""total"":461}"
37932641,1324089197,123,"{""total"":132}"
38389310,1324089197,194,"{""total"":9,""home"":5,""away"":4}"
39237268,1324089197,214,"{""total"":16}"
39237101,1324089197,215,"{""total"":9}"
39237177,1324089197,216,"{""total"":6}"
37932444,1324089197,321,"{""total"":31}"
37932615,1324089197,322,"{""total"":31}"
43910617,1324089197,323,"{""total"":6}"
38592962,1324089197,571,"{""total"":5}"
37932413,1324089197,1584,"{""total"":66.34}"
43910678,1370995271,41,"{""total"":8}"
43910675,1370995271,42,"{""total"":13}"
43990402,1370995271,51,"{""total"":2}"
44212162,1370995271,52,"{""total"":1,""goals"":1,""penalties"":0}"
38483935,1370995271,56,"{""total"":8}"
43990404,1370995271,58,"{""total"":7}"
38389339,1370995271,59,"{""in"":7,""out"":2}"
43910648,1370995271,64,"{""total"":3}"
38389340,1370995271,78,"{""total"":17}"
44907509,1370995271,79,"{""total"":1}"
38389332,1370995271,80,"{""total"":1117}"
38805269,1370995271,84,"{""total"":3,""home"":1,""away"":2}"
44149194,1370995271,86,"{""total"":2}"
38805238,1370995271,88,"{""total"":14}"
44041186,1370995271,96,"{""total"":8}"
38483911,1370995271,97,"{""total"":7}"
38483948,1370995271,100,"{""total"":10}"
38389318,1370995271,101,"{""total"":68}"
38389319,1370995271,105,"{""total"":105}"
38389320,1370995271,106,"{""total"":66}"
43910621,1370995271,107,"{""total"":37}"
38483922,1370995271,108,"{""total"":4}"
38483925,1370995271,109,"{""total"":4}"
43990400,1370995271,110,"{""total"":5}"
38389312,1370995271,116,"{""total"":1022}"
38389325,1370995271,117,"{""total"":2}"
38389334,1370995271,118,"{""average"":7.07,""highest"":8.07,""lowest"":6.2}"
38389330,1370995271,119,"{""total"":1338}"
38483952,1370995271,122,"{""total"":81}"
38805250,1370995271,123,"{""total"":38}"
44907515,1370995271,124,"{""total"":2}"
38389316,1370995271,194,"{""total"":8,""home"":4,""away"":4}"
39237223,1370995271,214,"{""total"":11}"
39237093,1370995271,215,"{""total"":5}"
39237142,1370995271,216,"{""total"":5}"
38389313,1370995271,321,"{""total"":21}"
38483950,1370995271,322,"{""total"":14}"
37932451,1370995271,323,"{""total"":23}"
38389314,1370995271,580,"{""total"":1}"
43990398,1370995271,581,"{""total"":2}"
38389311,1370995271,1584,"{""total"":91.5}"
44212163,1370995271,9676,"{""average"":""0.03""}"
43946287,1324089215,41,"{""total"":7}"
38991357,1324089215,42,"{""total"":24}"
38592988,1324089215,51,"{""total"":3}"
43990403,1324089215,52,"{""total"":5,""goals"":5,""penalties"":0}"
38062269,1324089215,56,"{""total"":35}"
38991358,1324089215,58,"{""total"":8}"
37932791,1324089215,59,"{""in"":3,""out"":5}"
37932799,1324089215,78,"{""total"":64}"
43946279,1324089215,79,"{""total"":1}"
37932712,1324089215,80,"{""total"":1598}"
38062312,1324089215,84,"{""total"":9,""home"":5,""away"":4}"
43990765,1324089215,85,"{""total"":1,""home"":1,""away"":0}"
43990407,1324089215,86,"{""total"":12}"
37932612,1324089215,88,"{""total"":38}"
38483920,1324089215,94,"{""total"":6}"
37932587,1324089215,96,"{""total"":36}"
37932462,1324089215,97,"{""total"":18}"
37932808,1324089215,98,"{""total"":30}"
39237083,1324089215,99,"{""total"":5}"
38062276,1324089215,100,"{""total"":28}"
37932486,1324089215,101,"{""total"":73}"
37932548,1324089215,105,"{""total"":269}"
37932559,1324089215,106,"{""total"":136}"
38062254,1324089215,107,"{""total"":32}"
38173429,1324089215,108,"{""total"":13}"
38173433,1324089215,109,"{""total"":4}"
37932536,1324089215,110,"{""total"":30}"
37932424,1324089215,116,"{""total"":1418}"
38592978,1324089215,117,"{""total"":19}"
37932750,1324089215,118,"{""average"":7.06,""highest"":8.54,""lowest"":5.9}"
37932686,1324089215,119,"{""total"":2901}"
37932673,1324089215,122,"{""total"":106}"
38062280,1324089215,123,"{""total"":43}"
44260837,1324089215,124,"{""total"":1}"
44260839,1324089215,125,"{""total"":1}"
38389315,1324089215,194,"{""total"":9,""home"":6,""away"":3}"
39237342,1324089215,214,"{""total"":19}"
39237137,1324089215,215,"{""total"":8}"
39237229,1324089215,216,"{""total"":8}"
37932445,1324089215,321,"{""total"":35}"
37932664,1324089215,322,"{""total"":32}"
38867738,1324089215,323,"{""total"":3}"
43946280,1324089215,571,"{""total"":2}"
38592951,1324089215,580,"{""total"":3}"
44053691,1324089215,581,"{""total"":4}"
37932410,1324089215,1584,"{""total"":88.74}"
43990406,1324089215,9676,"{""average"":""0.14""}"
37932505,1324089215,27255,"{""crosses_blocked"":25}"
44212202,1710287616,41,"{""total"":4}"
44212200,1710287616,42,"{""total"":7}"
44212184,1710287616,56,"{""total"":9}"
44212201,1710287616,58,"{""total"":1}"
44430094,1710287616,59,"{""in"":2,""out"":2}"
44260833,1710287616,78,"{""total"":11}"
44212170,1710287616,79,"{""total"":1}"
44212196,1710287616,80,"{""total"":664}"
45525885,1710287616,84,"{""total"":2,""home"":2,""away"":0}"
44212203,1710287616,86,"{""total"":3}"
44212187,1710287616,88,"{""total"":12}"
45601746,1710287616,94,"{""total"":3}"
44212185,1710287616,96,"{""total"":7}"
44212173,1710287616,97,"{""total"":3}"
44212204,1710287616,98,"{""total"":3}"
44212188,1710287616,100,"{""total"":10}"
44212174,1710287616,101,"{""total"":47}"
44212180,1710287616,105,"{""total"":68}"
44212181,1710287616,106,"{""total"":43}"
44212167,1710287616,107,"{""total"":23}"
44212177,1710287616,108,"{""total"":3}"
44212178,1710287616,109,"{""total"":2}"
44212179,1710287616,110,"{""total"":2}"
44212166,1710287616,116,"{""total"":601}"
44212189,1710287616,117,"{""total"":4}"
44212198,1710287616,118,"{""average"":7.1,""highest"":8.34,""lowest"":6.53}"
44212193,1710287616,119,"{""total"":918}"
44212191,1710287616,122,"{""total"":48}"
44212192,1710287616,123,"{""total"":18}"
44260834,1710287616,124,"{""total"":1}"
44260835,1710287616,125,"{""total"":1}"
45137100,1710287616,194,"{""total"":4,""home"":3,""away"":1}"
44212205,1710287616,214,"{""total"":7}"
45601747,1710287616,215,"{""total"":2}"
44260832,1710287616,216,"{""total"":4}"
44212169,1710287616,321,"{""total"":13}"
44212190,1710287616,322,"{""total"":11}"
44430093,1710287616,323,"{""total"":4}"
44212172,1710287616,580,"{""total"":3}"
45706842,1710287616,581,"{""total"":1}"
44212165,1710287616,1584,"{""total"":90.51}"
44212176,1710287616,27255,"{""crosses_blocked"":3}"
38668571,1535133449,41,"{""total"":5}"
38668570,1535133449,42,"{""total"":11}"
38867678,1535133449,51,"{""total"":1}"
38976621,1535133449,52,"{""total"":3,""goals"":3,""penalties"":0}"
38668551,1535133449,56,"{""total"":10}"
38812130,1535133449,58,"{""total"":3}"
38668573,1535133449,59,"{""in"":0,""out"":3}"
38668574,1535133449,78,"{""total"":20}"
38668567,1535133449,80,"{""total"":426}"
39250598,1535133449,84,"{""total"":1,""home"":0,""away"":1}"
38668572,1535133449,86,"{""total"":4}"
38668554,1535133449,88,"{""total"":13}"
39250442,1535133449,94,"{""total"":7}"
38668553,1535133449,96,"{""total"":15}"
38812112,1535133449,97,"{""total"":9}"
38812133,1535133449,98,"{""total"":7}"
38812107,1535133449,99,"{""total"":1}"
38668557,1535133449,100,"{""total"":19}"
38668539,1535133449,101,"{""total"":55}"
38668544,1535133449,105,"{""total"":110}"
38668547,1535133449,106,"{""total"":61}"
38812109,1535133449,107,"{""total"":21}"
38812116,1535133449,108,"{""total"":7}"
38976615,1535133449,109,"{""total"":5}"
38812117,1535133449,110,"{""total"":12}"
38668523,1535133449,116,"{""total"":337}"
38812122,1535133449,117,"{""total"":4}"
38668569,1535133449,118,"{""average"":7.24,""highest"":7.96,""lowest"":6.53}"
38668563,1535133449,119,"{""total"":1063}"
38668559,1535133449,122,"{""total"":77}"
38668560,1535133449,123,"{""total"":34}"
43867587,1535133449,124,"{""total"":1}"
43867588,1535133449,125,"{""total"":1}"
38867666,1535133449,194,"{""total"":3,""home"":1,""away"":2}"
39250589,1535133449,214,"{""total"":4}"
39250446,1535133449,215,"{""total"":5}"
39250503,1535133449,216,"{""total"":3}"
38668525,1535133449,321,"{""total"":12}"
38668558,1535133449,322,"{""total"":12}"
38590753,1535133449,323,"{""total"":2}"
38976618,1535133449,571,"{""total"":2}"
38812110,1535133449,580,"{""total"":4}"
38668532,1535133449,581,"{""total"":1}"
38668522,1535133449,1584,"{""total"":79.11}"
38976624,1535133449,9676,"{""average"":""0.21""}"
38812114,1535133449,27255,"{""crosses_blocked"":6}"
38805273,1478874182,41,"{""total"":14}"
37932790,1478874182,42,"{""total"":57}"
43946288,1478874182,51,"{""total"":3}"
39047653,1478874182,52,"{""total"":4,""goals"":4,""penalties"":0}"
38173411,1478874182,56,"{""total"":21}"
37932793,1478874182,58,"{""total"":26}"
37932811,1478874182,59,"{""in"":11,""out"":8}"
38867750,1478874182,64,"{""total"":1}"
38062369,1478874182,78,"{""total"":24}"
38062263,1478874182,79,"{""total"":5}"
37932753,1478874182,80,"{""total"":715}"
38173467,1478874182,84,"{""total"":8,""home"":6,""away"":2}"
38867763,1478874182,86,"{""total"":17}"
37932710,1478874182,88,"{""total"":25}"
38173399,1478874182,94,"{""total"":29}"
38173416,1478874182,96,"{""total"":32}"
44149193,1478874182,97,"{""total"":7}"
37932829,1478874182,98,"{""total"":147}"
37932494,1478874182,99,"{""total"":41}"
38867751,1478874182,100,"{""total"":9}"
39047647,1478874182,101,"{""total"":5}"
37932630,1478874182,105,"{""total"":233}"
38062288,1478874182,106,"{""total"":99}"
38062257,1478874182,107,"{""total"":12}"
37932609,1478874182,108,"{""total"":76}"
38062279,1478874182,109,"{""total"":33}"
38805240,1478874182,110,"{""total"":12}"
37932513,1478874182,116,"{""total"":636}"
37932731,1478874182,117,"{""total"":46}"
37932768,1478874182,118,"{""average"":7.08,""highest"":8.45,""lowest"":6.16}"
37932742,1478874182,119,"{""total"":2203}"
38805262,1478874182,122,"{""total"":38}"
38867753,1478874182,123,"{""total"":24}"
38389324,1478874182,194,"{""total"":10,""home"":6,""away"":4}"
43685473,1478874182,214,"{""total"":16}"
43685465,1478874182,215,"{""total"":9}"
43685471,1478874182,216,"{""total"":9}"
37932545,1478874182,321,"{""total"":34}"
38173432,1478874182,322,"{""total"":23}"
37932557,1478874182,323,"{""total"":12}"
38389322,1478874182,580,"{""total"":10}"
44149192,1478874182,581,"{""total"":2}"
