id,player_statistic_id,type_id,value
44430087,1370995139,41,"{""total"":1}"
38483953,1370995139,42,"{""total"":4}"
38483919,1370995139,56,"{""total"":6}"
44278631,1370995139,58,"{""total"":1}"
38483957,1370995139,59,"{""in"":9,""out"":1}"
38483958,1370995139,78,"{""total"":8}"
38483941,1370995139,80,"{""total"":119}"
38867813,1370995139,84,"{""total"":2,""home"":0,""away"":2}"
38483955,1370995139,86,"{""total"":2}"
44060763,1370995139,88,"{""total"":4}"
43872061,1370995139,94,"{""total"":3}"
44430078,1370995139,96,"{""total"":1}"
44467838,1370995139,97,"{""total"":1}"
44430088,1370995139,98,"{""total"":2}"
44430074,1370995139,99,"{""total"":1}"
44430082,1370995139,100,"{""total"":1}"
38970438,1370995139,101,"{""total"":5}"
38483910,1370995139,105,"{""total"":25}"
38483913,1370995139,106,"{""total"":11}"
44278626,1370995139,107,"{""total"":1}"
44278660,1370995139,108,"{""total"":1}"
44278661,1370995139,109,"{""total"":1}"
38483908,1370995139,110,"{""total"":5}"
38483893,1370995139,116,"{""total"":107}"
44430083,1370995139,117,"{""total"":1}"
38483946,1370995139,118,"{""average"":6.58,""highest"":6.8,""lowest"":6.12}"
38483938,1370995139,119,"{""total"":171}"
38483933,1370995139,122,"{""total"":9}"
38483936,1370995139,123,"{""total"":8}"
40175143,1370995139,194,"{""total"":2,""home"":1,""away"":1}"
40175230,1370995139,214,"{""total"":3}"
40175153,1370995139,215,"{""total"":2}"
40175185,1370995139,216,"{""total"":5}"
38483894,1370995139,321,"{""total"":10}"
44430085,1370995139,322,"{""total"":1}"
37891347,1370995139,323,"{""total"":23}"
44430075,1370995139,580,"{""total"":1}"
38483892,1370995139,1584,"{""total"":89.92}"
44430076,1370995139,27255,"{""crosses_blocked"":1}"
43992619,1535138704,59,"{""in"":1,""out"":0}"
44052119,1535138704,101,"{""total"":1}"
44052121,1535138704,105,"{""total"":1}"
44052122,1535138704,106,"{""total"":1}"
44052118,1535138704,107,"{""total"":1}"
44052123,1535138704,119,"{""total"":1}"
44052120,1535138704,215,"{""total"":1}"
43992609,1535138704,321,"{""total"":1}"
38157539,1535138704,323,"{""total"":8}"
38372281,1324088973,41,"{""total"":10}"
37891805,1324088973,42,"{""total"":18}"
38372247,1324088973,51,"{""total"":3}"
37891499,1324088973,56,"{""total"":17}"
37891818,1324088973,58,"{""total"":6}"
38590941,1324088973,59,"{""in"":12,""out"":3}"
37891850,1324088973,78,"{""total"":33}"
37891695,1324088973,80,"{""total"":1165}"
38867816,1324088973,84,"{""total"":5,""home"":3,""away"":2}"
44186219,1324088973,85,"{""total"":1,""home"":1,""away"":0}"
38372283,1324088973,86,"{""total"":5}"
37891548,1324088973,88,"{""total"":37}"
38590893,1324088973,94,"{""total"":2}"
37891517,1324088973,96,"{""total"":14}"
37891341,1324088973,97,"{""total"":17}"
38024145,1324088973,98,"{""total"":2}"
38590886,1324088973,99,"{""total"":1}"
38024044,1324088973,100,"{""total"":38}"
37891388,1324088973,101,"{""total"":116}"
37891440,1324088973,105,"{""total"":168}"
37891455,1324088973,106,"{""total"":111}"
38023972,1324088973,107,"{""total"":57}"
38590896,1324088973,108,"{""total"":14}"
38590900,1324088973,109,"{""total"":9}"
38023996,1324088973,110,"{""total"":12}"
37891245,1324088973,116,"{""total"":1009}"
43898174,1324088973,117,"{""total"":5}"
37891767,1324088973,118,"{""average"":6.91,""highest"":7.6,""lowest"":6.3}"
37891661,1324088973,119,"{""total"":1948}"
37891638,1324088973,122,"{""total"":139}"
37891650,1324088973,123,"{""total"":64}"
38023983,1324088973,194,"{""total"":6,""home"":1,""away"":5}"
40175186,1324088973,214,"{""total"":9}"
40175095,1324088973,215,"{""total"":8}"
40175136,1324088973,216,"{""total"":15}"
37891268,1324088973,321,"{""total"":32}"
37891613,1324088973,322,"{""total"":20}"
38590890,1324088973,323,"{""total"":15}"
43898167,1324088973,580,"{""total"":2}"
44930786,1324088973,581,"{""total"":3}"
37891227,1324088973,1584,"{""total"":86.61}"
38023990,1324088973,27255,"{""crosses_blocked"":1}"
38970433,1532367076,323,"{""total"":9}"
44668859,1649859064,41,"{""total"":1}"
44668858,1649859064,42,"{""total"":3}"
44430084,1649859064,51,"{""total"":1}"
44430077,1649859064,56,"{""total"":4}"
44186239,1649859064,58,"{""total"":3}"
43992617,1649859064,59,"{""in"":8,""out"":4}"
43992618,1649859064,78,"{""total"":17}"
43992614,1649859064,80,"{""total"":292}"
44822947,1649859064,84,"{""total"":1,""home"":0,""away"":1}"
43992610,1649859064,88,"{""total"":8}"
44822941,1649859064,94,"{""total"":3}"
44930793,1649859064,96,"{""total"":3}"
44149170,1649859064,97,"{""total"":2}"
44026661,1649859064,98,"{""total"":13}"
44149168,1649859064,99,"{""total"":2}"
44430080,1649859064,100,"{""total"":10}"
44278629,1649859064,101,"{""total"":19}"
43992606,1649859064,105,"{""total"":51}"
43992607,1649859064,106,"{""total"":26}"
44186223,1649859064,107,"{""total"":5}"
44026651,1649859064,108,"{""total"":7}"
44239885,1649859064,109,"{""total"":1}"
44278630,1649859064,110,"{""total"":7}"
43992602,1649859064,116,"{""total"":235}"
44149172,1649859064,117,"{""total"":2}"
43992615,1649859064,118,"{""average"":6.75,""highest"":7.92,""lowest"":6.18}"
43992613,1649859064,119,"{""total"":591}"
43992612,1649859064,122,"{""total"":35}"
44430081,1649859064,123,"{""total"":7}"
44930794,1649859064,124,"{""total"":1}"
44822940,1649859064,194,"{""total"":2,""home"":1,""away"":1}"
44149173,1649859064,214,"{""total"":3}"
43992605,1649859064,215,"{""total"":5}"
44186237,1649859064,216,"{""total"":6}"
43992603,1649859064,321,"{""total"":14}"
44822944,1649859064,322,"{""total"":6}"
39031132,1649859064,323,"{""total"":14}"
43992601,1649859064,1584,"{""total"":80.48}"
44026649,1649859064,27255,"{""crosses_blocked"":11}"
44186235,1691091556,41,"{""total"":1}"
44239887,1691091556,42,"{""total"":1}"
44186236,1691091556,59,"{""in"":2,""out"":0}"
44186233,1691091556,80,"{""total"":37}"
44186225,1691091556,88,"{""total"":1}"
44430090,1691091556,98,"{""total"":1}"
44430086,1691091556,99,"{""total"":1}"
44186226,1691091556,100,"{""total"":1}"
44430089,1691091556,105,"{""total"":1}"
44186221,1691091556,116,"{""total"":32}"
44186227,1691091556,117,"{""total"":2}"
44186234,1691091556,118,"{""average"":6.62,""highest"":7.05,""lowest"":6.18}"
44186232,1691091556,119,"{""total"":47}"
44186229,1691091556,122,"{""total"":1}"
44186231,1691091556,216,"{""total"":2}"
44186222,1691091556,321,"{""total"":2}"
43992611,1691091556,323,"{""total"":5}"
44278627,1691091556,581,"{""total"":1}"
44186220,1691091556,1584,"{""total"":86.49}"
38084204,1463830691,41,"{""total"":7}"
38024125,1463830691,42,"{""total"":15}"
38024066,1463830691,51,"{""total"":9}"
43898168,1463830691,52,"{""total"":3,""goals"":3,""penalties"":0}"
37891585,1463830691,56,"{""total"":21}"
44026659,1463830691,58,"{""total"":2}"
37891963,1463830691,59,"{""in"":12,""out"":4}"
45490082,1463830691,64,"{""total"":2}"
43992596,1463830691,78,"{""total"":4}"
44054097,1463830691,79,"{""total"":2}"
37891815,1463830691,80,"{""total"":170}"
44081015,1463830691,84,"{""total"":2,""home"":0,""away"":2}"
38024137,1463830691,86,"{""total"":6}"
37891656,1463830691,88,"{""total"":17}"
38157568,1463830691,94,"{""total"":6}"
44054108,1463830691,96,"{""total"":5}"
44239882,1463830691,97,"{""total"":1}"
45490085,1463830691,98,"{""total"":1}"
46039415,1463830691,100,"{""total"":1}"
37891415,1463830691,101,"{""total"":13}"
37891504,1463830691,105,"{""total"":125}"
37891524,1463830691,106,"{""total"":44}"
37891264,1463830691,107,"{""total"":34}"
38023987,1463830691,108,"{""total"":5}"
45565216,1463830691,109,"{""total"":1}"
44054102,1463830691,110,"{""total"":1}"
37891252,1463830691,116,"{""total"":113}"
43992594,1463830691,117,"{""total"":13}"
37891873,1463830691,118,"{""average"":6.88,""highest"":7.58,""lowest"":6.15}"
37891773,1463830691,119,"{""total"":712}"
44026655,1463830691,122,"{""total"":6}"
45776279,1463830691,123,"{""total"":3}"
38023980,1463830691,194,"{""total"":3,""home"":0,""away"":3}"
43898173,1463830691,214,"{""total"":3}"
43992593,1463830691,215,"{""total"":5}"
43898169,1463830691,216,"{""total"":9}"
37891297,1463830691,321,"{""total"":17}"
44026654,1463830691,322,"{""total"":5}"
37891324,1463830691,323,"{""total"":13}"
43992592,1463830691,580,"{""total"":2}"
37891239,1463830691,1584,"{""total"":66.47}"
43898172,1463830691,9676,"{""average"":""0.17""}"
45490080,1463830691,27255,"{""crosses_blocked"":1}"
38024139,1324088969,41,"{""total"":5}"
38024131,1324088969,42,"{""total"":11}"
44278628,1324088969,51,"{""total"":4}"
38024032,1324088969,56,"{""total"":40}"
43898181,1324088969,58,"{""total"":6}"
38024152,1324088969,59,"{""in"":8,""out"":14}"
38024157,1324088969,78,"{""total"":44}"
44278624,1324088969,79,"{""total"":1}"
38024087,1324088969,80,"{""total"":921}"
38372305,1324088969,84,"{""total"":8,""home"":3,""away"":5}"
38970458,1324088969,85,"{""total"":1,""home"":0,""away"":1}"
44026664,1324088969,86,"{""total"":2}"
38157557,1324088969,88,"{""total"":28}"
38372200,1324088969,94,"{""total"":14}"
38372231,1324088969,96,"{""total"":18}"
38023991,1324088969,97,"{""total"":8}"
43898183,1324088969,98,"{""total"":7}"
43898166,1324088969,99,"{""total"":4}"
38372250,1324088969,100,"{""total"":17}"
38023997,1324088969,101,"{""total"":36}"
38024014,1324088969,105,"{""total"":213}"
38024016,1324088969,106,"{""total"":105}"
38157517,1324088969,107,"{""total"":29}"
38024005,1324088969,108,"{""total"":28}"
38673418,1324088969,109,"{""total"":14}"
38157527,1324088969,110,"{""total"":23}"
38023978,1324088969,116,"{""total"":799}"
38157575,1324088969,117,"{""total"":12}"
38024112,1324088969,118,"{""average"":6.77,""highest"":7.55,""lowest"":5.4}"
38024077,1324088969,119,"{""total"":1700}"
38157589,1324088969,122,"{""total"":65}"
38157594,1324088969,123,"{""total"":37}"
43872057,1324088969,124,"{""total"":1}"
38023995,1324088969,194,"{""total"":5,""home"":1,""away"":4}"
43684872,1324088969,214,"{""total"":9}"
43684861,1324088969,215,"{""total"":5}"
43684865,1324088969,216,"{""total"":13}"
38023982,1324088969,321,"{""total"":27}"
38157582,1324088969,322,"{""total"":19}"
38023985,1324088969,323,"{""total"":10}"
44081002,1324088969,571,"{""total"":1}"
38372180,1324088969,580,"{""total"":1}"
38023976,1324088969,1584,"{""total"":86.75}"
44054099,1324088969,27255,"{""crosses_blocked"":3}"
38024142,1324088971,41,"{""total"":21}"
37891907,1324088971,42,"{""total"":41}"
37891839,1324088971,47,"{""total"":2,""won"":0,""scored"":2,""committed"":1,""saved"":0,""missed"":0}"
38483951,1324088971,51,"{""total"":6}"
37891619,1324088971,52,"{""total"":4,""goals"":3,""penalties"":1}"
37891541,1324088971,56,"{""total"":53}"
38483971,1324088971,58,"{""total"":14}"
37891947,1324088971,59,"{""in"":5,""out"":11}"
38024156,1324088971,78,"{""total"":66}"
37891793,1324088971,80,"{""total"":1387}"
37891975,1324088971,84,"{""total"":11,""home"":6,""away"":5}"
37891929,1324088971,86,"{""total"":6}"
37891640,1324088971,88,"{""total"":50}"
37891424,1324088971,94,"{""total"":55}"
38024008,1324088971,96,"{""total"":62}"
37891345,1324088971,97,"{""total"":4}"
38372296,1324088971,98,"{""total"":29}"
38372167,1324088971,99,"{""total"":7}"
38024046,1324088971,100,"{""total"":19}"
37891390,1324088971,101,"{""total"":34}"
37891469,1324088971,105,"{""total"":407}"
37891484,1324088971,106,"{""total"":195}"
37891250,1324088971,107,"{""total"":48}"
38023984,1324088971,108,"{""total"":40}"
38023988,1324088971,109,"{""total"":19}"
37891454,1324088971,110,"{""total"":27}"
37891231,1324088971,116,"{""total"":1092}"
37891700,1324088971,117,"{""total"":36}"
37891862,1324088971,118,"{""average"":6.97,""highest"":8,""lowest"":6.1}"
37891762,1324088971,119,"{""total"":2375}"
37891727,1324088971,122,"{""total"":130}"
37891743,1324088971,123,"{""total"":84}"
38590971,1324088971,124,"{""total"":6}"
45706175,1324088971,125,"{""total"":2}"
38023977,1324088971,194,"{""total"":3,""home"":1,""away"":2}"
40175217,1324088971,214,"{""total"":6}"
40175118,1324088971,215,"{""total"":10}"
40175161,1324088971,216,"{""total"":16}"
37891278,1324088971,321,"{""total"":32}"
37891712,1324088971,322,"{""total"":27}"
38372176,1324088971,323,"{""total"":6}"
38157547,1324088971,571,"{""total"":1}"
38372181,1324088971,580,"{""total"":4}"
44149161,1324088971,581,"{""total"":3}"
37891225,1324088971,1584,"{""total"":78.73}"
38673443,1324088971,9676,"{""average"":""0.09""}"
38372197,1324088971,27255,"{""crosses_blocked"":22}"
37891944,1467013781,41,"{""total"":4}"
37891919,1467013781,42,"{""total"":8}"
38970450,1467013781,51,"{""total"":2}"
37891607,1467013781,56,"{""total"":18}"
38024171,1467013781,58,"{""total"":4}"
37891958,1467013781,59,"{""in"":6,""out"":13}"
37891968,1467013781,78,"{""total"":34}"
37891842,1467013781,80,"{""total"":549}"
38157643,1467013781,84,"{""total"":6,""home"":3,""away"":3}"
39031157,1467013781,86,"{""total"":1}"
37891666,1467013781,88,"{""total"":19}"
38024026,1467013781,94,"{""total"":7}"
37891620,1467013781,96,"{""total"":12}"
38157524,1467013781,97,"{""total"":9}"
38157637,1467013781,98,"{""total"":5}"
43872048,1467013781,99,"{""total"":1}"
37891722,1467013781,100,"{""total"":15}"
38024017,1467013781,101,"{""total"":29}"
37891527,1467013781,105,"{""total"":108}"
37891561,1467013781,106,"{""total"":60}"
38023989,1467013781,107,"{""total"":11}"
38024033,1467013781,108,"{""total"":4}"
38024038,1467013781,109,"{""total"":3}"
37891505,1467013781,110,"{""total"":17}"
37891303,1467013781,116,"{""total"":466}"
38590936,1467013781,117,"{""total"":3}"
37891885,1467013781,118,"{""average"":6.74,""highest"":7.1,""lowest"":6.2}"
37891817,1467013781,119,"{""total"":1146}"
37891784,1467013781,122,"{""total"":50}"
37891799,1467013781,123,"{""total"":25}"
38024015,1467013781,194,"{""total"":5,""home"":1,""away"":4}"
40175158,1467013781,214,"{""total"":8}"
40175086,1467013781,215,"{""total"":6}"
40175107,1467013781,216,"{""total"":8}"
37891328,1467013781,321,"{""total"":22}"
37891759,1467013781,322,"{""total"":16}"
40175076,1467013781,323,"{""total"":19}"
37891286,1467013781,1584,"{""total"":84.88}"
38157529,1467013781,27255,"{""crosses_blocked"":4}"
45490083,1324088966,41,"{""total"":4}"
44668835,1324088966,42,"{""total"":11}"
44822921,1324088966,56,"{""total"":10}"
44668836,1324088966,58,"{""total"":3}"
38024116,1324088966,59,"{""in"":3,""out"":5}"
37891882,1324088966,78,"{""total"":20}"
45565214,1324088966,79,"{""total"":1}"
37891728,1324088966,80,"{""total"":665}"
44822939,1324088966,84,"{""total"":2,""home"":1,""away"":1}"
45238572,1324088966,86,"{""total"":4}"
37891599,1324088966,88,"{""total"":10}"
44930785,1324088966,94,"{""total"":6}"
45159118,1324088966,96,"{""total"":3}"
44822905,1324088966,97,"{""total"":3}"
37891905,1324088966,98,"{""total"":47}"
44668827,1324088966,99,"{""total"":12}"
44822926,1324088966,100,"{""total"":8}"
44668829,1324088966,101,"{""total"":12}"
37891477,1324088966,105,"{""total"":66}"
37891498,1324088966,106,"{""total"":34}"
44930784,1324088966,107,"{""total"":11}"
45210685,1324088966,108,"{""total"":6}"
45565218,1324088966,109,"{""total"":2}"
44822915,1324088966,110,"{""total"":7}"
37891248,1324088966,116,"{""total"":616}"
44668833,1324088966,117,"{""total"":18}"
37891827,1324088966,118,"{""average"":7.14,""highest"":7.69,""lowest"":6.5}"
37891684,1324088966,119,"{""total"":962}"
44668834,1324088966,122,"{""total"":38}"
44930787,1324088966,123,"{""total"":27}"
44822907,1324088966,194,"{""total"":3,""home"":1,""away"":2}"
44822937,1324088966,214,"{""total"":3}"
45210684,1324088966,215,"{""total"":4}"
43697586,1324088966,216,"{""total"":7}"
38023968,1324088966,321,"{""total"":14}"
44822928,1324088966,322,"{""total"":11}"
37891291,1324088966,323,"{""total"":4}"
45565215,1324088966,580,"{""total"":5}"
45238571,1324088966,581,"{""total"":2}"
37891230,1324088966,1584,"{""total"":92.63}"
37891412,1324088966,27255,"{""crosses_blocked"":35}"
38592449,1534613973,42,"{""total"":2}"
38373518,1534613973,56,"{""total"":7}"
38592450,1534613973,58,"{""total"":1}"
38512980,1534613973,59,"{""in"":4,""out"":2}"
38373620,1534613973,78,"{""total"":4}"
44098401,1534613973,79,"{""total"":1}"
38373572,1534613973,80,"{""total"":144}"
38689182,1534613973,84,"{""total"":1,""home"":0,""away"":1}"
38689177,1534613973,85,"{""total"":1,""home"":0,""away"":1}"
38689165,1534613973,86,"{""total"":1}"
38512944,1534613973,88,"{""total"":7}"
38512931,1534613973,94,"{""total"":3}"
38373521,1534613973,96,"{""total"":2}"
38592408,1534613973,97,"{""total"":2}"
38373628,1534613973,98,"{""total"":19}"
38592398,1534613973,99,"{""total"":5}"
38373539,1534613973,100,"{""total"":6}"
38373476,1534613973,101,"{""total"":7}"
38373503,1534613973,105,"{""total"":23}"
38373507,1534613973,106,"{""total"":9}"
38373452,1534613973,107,"{""total"":3}"
38373447,1534613973,116,"{""total"":125}"
38689152,1534613973,117,"{""total"":5}"
38373590,1534613973,118,"{""average"":6.7,""highest"":7.2,""lowest"":6.3}"
38373559,1534613973,119,"{""total"":399}"
38373554,1534613973,122,"{""total"":11}"
38512961,1534613973,123,"{""total"":4}"
38373474,1534613973,194,"{""total"":4,""home"":1,""away"":3}"
39249493,1534613973,214,"{""total"":4}"
39249406,1534613973,215,"{""total"":2}"
39249446,1534613973,216,"{""total"":3}"
38373458,1534613973,321,"{""total"":9}"
38373550,1534613973,322,"{""total"":5}"
38844815,1534613973,323,"{""total"":13}"
38689123,1534613973,580,"{""total"":1}"
38373437,1534613973,1584,"{""total"":86.81}"
38373489,1534613973,27255,"{""crosses_blocked"":14}"
38781977,1324088981,41,"{""total"":4}"
38781974,1324088981,42,"{""total"":5}"
38483929,1324088981,56,"{""total"":4}"
44430070,1324088981,58,"{""total"":2}"
38024080,1324088981,59,"{""in"":7,""out"":6}"
38673440,1324088981,78,"{""total"":11}"
38024009,1324088981,80,"{""total"":519}"
38867814,1324088981,84,"{""total"":3,""home"":1,""away"":2}"
44186216,1324088981,88,"{""total"":8}"
44822901,1324088981,96,"{""total"":2}"
44430069,1324088981,97,"{""total"":4}"
38483973,1324088981,98,"{""total"":36}"
43950365,1324088981,99,"{""total"":10}"
44186217,1324088981,100,"{""total"":8}"
38483912,1324088981,101,"{""total"":36}"
38023971,1324088981,105,"{""total"":35}"
38023973,1324088981,106,"{""total"":21}"
38023955,1324088981,107,"{""total"":7}"
44930788,1324088981,108,"{""total"":2}"
44930789,1324088981,109,"{""total"":1}"
45159119,1324088981,110,"{""total"":2}"
38483899,1324088981,116,"{""total"":448}"
38483942,1324088981,117,"{""total"":9}"
38483956,1324088981,118,"{""average"":7,""highest"":8.41,""lowest"":6.6}"
38023999,1324088981,119,"{""total"":832}"
38673424,1324088981,122,"{""total"":80}"
38673425,1324088981,123,"{""total"":43}"
44430071,1324088981,124,"{""total"":1}"
44430072,1324088981,125,"{""total"":1}"
38023961,1324088981,194,"{""total"":5,""home"":1,""away"":4}"
40175090,1324088981,214,"{""total"":9}"
44278625,1324088981,215,"{""total"":2}"
40175069,1324088981,216,"{""total"":6}"
38023956,1324088981,321,"{""total"":17}"
44186218,1324088981,322,"{""total"":10}"
37891285,1324088981,323,"{""total"":20}"
38483904,1324088981,580,"{""total"":3}"
38483897,1324088981,1584,"{""total"":86.32}"
38483918,1324088981,27255,"{""crosses_blocked"":26}"
45565220,1532367098,41,"{""total"":1}"
44060759,1532367098,42,"{""total"":4}"
44060760,1532367098,58,"{""total"":2}"
38673447,1532367098,59,"{""in"":11,""out"":1}"
44081008,1532367098,64,"{""total"":1}"
44081016,1532367098,78,"{""total"":1}"
38673434,1532367098,80,"{""total"":58}"
45776280,1532367098,86,"{""total"":1}"
44060757,1532367098,88,"{""total"":5}"
45565217,1532367098,94,"{""total"":3}"
38781956,1532367098,96,"{""total"":4}"
39031138,1532367098,98,"{""total"":8}"
44080988,1532367098,99,"{""total"":3}"
44081010,1532367098,100,"{""total"":3}"
44149163,1532367098,101,"{""total"":1}"
38673420,1532367098,105,"{""total"":25}"
38781954,1532367098,106,"{""total"":14}"
44186214,1532367098,107,"{""total"":2}"
39031113,1532367098,108,"{""total"":11}"
45565219,1532367098,109,"{""total"":7}"
45490079,1532367098,110,"{""total"":2}"
38673412,1532367098,116,"{""total"":54}"
44081011,1532367098,117,"{""total"":3}"
38781967,1532367098,118,"{""average"":6.76,""highest"":7.54,""lowest"":6.42}"
38673430,1532367098,119,"{""total"":146}"
44430073,1532367098,122,"{""total"":2}"
45706174,1532367098,123,"{""total"":1}"
39031108,1532367098,194,"{""total"":1,""home"":1,""away"":0}"
40175116,1532367098,214,"{""total"":1}"
40175073,1532367098,215,"{""total"":3}"
44060758,1532367098,216,"{""total"":8}"
38673414,1532367098,321,"{""total"":12}"
45490081,1532367098,322,"{""total"":1}"
38157518,1532367098,323,"{""total"":32}"
38673411,1532367098,1584,"{""total"":93.1}"
39031112,1532367098,27255,"{""crosses_blocked"":5}"
37891812,1324088980,57,"{""total"":82}"
38157609,1324088980,59,"{""in"":1,""out"":1}"
37891860,1324088980,78,"{""total"":2}"
37891714,1324088980,80,"{""total"":863}"
37891570,1324088980,88,"{""total"":41}"
37891410,1324088980,101,"{""total"":25}"
38024124,1324088980,104,"{""total"":50}"
37891476,1324088980,105,"{""total"":5}"
37891493,1324088980,106,"{""total"":4}"
44054095,1324088980,107,"{""total"":2}"
37891464,1324088980,110,"{""total"":1}"
37891270,1324088980,116,"{""total"":568}"
37891792,1324088980,118,"{""average"":6.81,""highest"":7.8,""lowest"":5.77}"
37891686,1324088980,119,"{""total"":2260}"
37891662,1324088980,122,"{""total"":438}"
37891673,1324088980,123,"{""total"":163}"
38024010,1324088980,194,"{""total"":5,""home"":1,""away"":4}"
40175123,1324088980,214,"{""total"":6}"
40175075,1324088980,215,"{""total"":7}"
40175091,1324088980,216,"{""total"":13}"
37891317,1324088980,321,"{""total"":26}"
37891651,1324088980,322,"{""total"":25}"
38867776,1324088980,323,"{""total"":8}"
38781969,1324088980,324,"{""total"":1}"
44081007,1324088980,571,"{""total"":2}"
37891261,1324088980,1584,"{""total"":65.82}"
37891971,1324088963,41,"{""total"":24}"
37891957,1324088963,42,"{""total"":74}"
37891847,1324088963,51,"{""total"":18}"
38673431,1324088963,52,"{""total"":4,""goals"":4,""penalties"":0}"
37891632,1324088963,56,"{""total"":39}"
37891966,1324088963,58,"{""total"":29}"
38024141,1324088963,59,"{""in"":0,""out"":16}"
38157566,1324088963,64,"{""total"":6}"
37891980,1324088963,78,"{""total"":37}"
43950366,1324088963,79,"{""total"":3}"
37891863,1324088963,80,"{""total"":758}"
38781996,1324088963,83,"{""total"":1,""home"":0,""away"":1}"
45565221,1324088963,84,"{""total"":2,""home"":2,""away"":0}"
38483954,1324088963,86,"{""total"":21}"
37891697,1324088963,88,"{""total"":46}"
37891482,1324088963,94,"{""total"":92}"
37891648,1324088963,96,"{""total"":62}"
38157531,1324088963,97,"{""total"":2}"
37891987,1324088963,98,"{""total"":81}"
37891242,1324088963,99,"{""total"":22}"
38372237,1324088963,100,"{""total"":4}"
38483896,1324088963,101,"{""total"":10}"
37891576,1324088963,105,"{""total"":478}"
37891588,1324088963,106,"{""total"":201}"
37891290,1324088963,107,"{""total"":11}"
37891500,1324088963,108,"{""total"":188}"
37891526,1324088963,109,"{""total"":91}"
37891562,1324088963,110,"{""total"":32}"
37891276,1324088963,116,"{""total"":680}"
37891779,1324088963,117,"{""total"":31}"
37891921,1324088963,118,"{""average"":6.95,""highest"":7.4,""lowest"":6.3}"
37891843,1324088963,119,"{""total"":2586}"
37891820,1324088963,122,"{""total"":46}"
37891832,1324088963,123,"{""total"":34}"
38023981,1324088963,194,"{""total"":5,""home"":1,""away"":4}"
43684778,1324088963,214,"{""total"":8}"
43684769,1324088963,215,"{""total"":9}"
43684773,1324088963,216,"{""total"":14}"
37891316,1324088963,321,"{""total"":31}"
37891802,1324088963,322,"{""total"":31}"
38023975,1324088963,580,"{""total"":4}"
38673415,1324088963,581,"{""total"":12}"
37891259,1324088963,1584,"{""total"":89.71}"
38673451,1324088963,9676,"{""average"":""0.13""}"
37891468,1324088963,27255,"{""crosses_blocked"":59}"
38024158,1377597705,41,"{""total"":6}"
38024150,1377597705,42,"{""total"":13}"
44149167,1377597705,51,"{""total"":2}"
38157560,1377597705,56,"{""total"":23}"
43950370,1377597705,58,"{""total"":12}"
44054114,1377597705,59,"{""in"":0,""out"":1}"
37891933,1377597705,78,"{""total"":39}"
38023998,1377597705,79,"{""total"":1}"
37891810,1377597705,80,"{""total"":1875}"
38157634,1377597705,84,"{""total"":4,""home"":3,""away"":1}"
43898178,1377597705,86,"{""total"":3}"
37891635,1377597705,88,"{""total"":61}"
38024023,1377597705,94,"{""total"":5}"
38024060,1377597705,96,"{""total"":13}"
37891404,1377597705,97,"{""total"":39}"
45210687,1377597705,98,"{""total"":3}"
37891669,1377597705,100,"{""total"":38}"
37891447,1377597705,101,"{""total"":206}"
37891546,1377597705,105,"{""total"":265}"
37891569,1377597705,106,"{""total"":177}"
37891314,1377597705,107,"{""total"":112}"
38024028,1377597705,108,"{""total"":17}"
38024035,1377597705,109,"{""total"":15}"
38157552,1377597705,110,"{""total"":5}"
37891299,1377597705,116,"{""total"":1631}"
37891685,1377597705,117,"{""total"":16}"
37891855,1377597705,118,"{""average"":7.01,""highest"":8,""lowest"":5.9}"
37891768,1377597705,119,"{""total"":3259}"
37891724,1377597705,122,"{""total"":222}"
37891747,1377597705,123,"{""total"":100}"
38024012,1377597705,194,"{""total"":7,""home"":2,""away"":5}"
40175231,1377597705,214,"{""total"":10}"
40175133,1377597705,215,"{""total"":10}"
40175180,1377597705,216,"{""total"":17}"
37891331,1377597705,321,"{""total"":37}"
37891704,1377597705,322,"{""total"":37}"
43872052,1377597705,571,"{""total"":2}"
38157542,1377597705,581,"{""total"":4}"
37891280,1377597705,1584,"{""total"":86.99}"
45210686,1377597705,27255,"{""crosses_blocked"":3}"
38781993,1484447548,41,"{""total"":8}"
38590946,1484447548,42,"{""total"":16}"
38673450,1484447548,51,"{""total"":5}"
40175174,1484447548,52,"{""total"":2,""goals"":2,""penalties"":0}"
38157555,1484447548,56,"{""total"":24}"
38590950,1484447548,58,"{""total"":6}"
38024194,1484447548,59,"{""in"":1,""out"":2}"
38157622,1484447548,78,"{""total"":68}"
44149171,1484447548,79,"{""total"":4}"
38024153,1484447548,80,"{""total"":1423}"
44149176,1484447548,84,"{""total"":1,""home"":1,""away"":0}"
38673459,1484447548,86,"{""total"":5}"
38157569,1484447548,88,"{""total"":58}"
38024050,1484447548,94,"{""total"":22}"
38372235,1484447548,96,"{""total"":27}"
38483916,1484447548,97,"{""total"":11}"
38157628,1484447548,98,"{""total"":73}"
38157525,1484447548,99,"{""total"":15}"
38024121,1484447548,100,"{""total"":63}"
38024036,1484447548,101,"{""total"":110}"
38024067,1484447548,105,"{""total"":303}"
38024076,1484447548,106,"{""total"":176}"
38483905,1484447548,107,"{""total"":23}"
38024057,1484447548,108,"{""total"":103}"
38024061,1484447548,109,"{""total"":60}"
38781963,1484447548,110,"{""total"":21}"
38023993,1484447548,116,"{""total"":1173}"
38157577,1484447548,117,"{""total"":32}"
38024173,1484447548,118,"{""average"":7.11,""highest"":8.19,""lowest"":6.1}"
